Timestamp,Latitud,Longitud,Altitud,Ax,Ay,Az
1755462384515,41.5387711,2.4426703,71.0999984741211,2.4912505,-0.32993418,9.541958
1755462386515,41.5387711,2.4426703,71.0999984741211,1.7410488,0.11054845,9.548945
1755462388516,41.5387711,2.4426703,71.0999984741211,1.7410488,0.11054845,9.548945
1755462390516,41.5387711,2.4426703,71.0999984741211,1.7410488,0.11054845,9.548945
1755462392517,41.5387711,2.4426703,71.0999984741211,3.1124449,0.036364052,9.031636
1755462394518,41.5387711,2.4426703,71.0999984741211,2.7797854,-0.3752235,9.257283
1755462396520,41.5387711,2.4426703,71.0999984741211,3.0376601,0.1516631,7.9407854
1755462398520,41.5387711,2.4426703,71.0999984741211,2.8570309,0.63564694,9.489335
1755462400521,41.5387711,2.4426703,71.0999984741211,2.8095813,0.5197063,9.977621
1755462402521,41.5387711,2.4426703,71.0999984741211,3.3991113,0.5000729,9.308156
1755462404538,41.5387711,2.4426703,71.0999984741211,5.68188,0.30115286,9.072192
1755462406538,41.5387711,2.4426703,71.0999984741211,3.0248106,0.38894424,8.3574
1755462408540,41.5387711,2.4426703,71.0999984741211,2.8810675,-0.72665656,8.827167
1755462410540,41.5387711,2.4426703,71.0999984741211,4.5049286,-1.5863755,5.6056423
1755462412541,41.5387711,2.4426703,71.0999984741211,2.6783438,3.9681273,7.060524
1755462414542,41.5387711,2.4426703,71.0999984741211,9.741185,1.5319906,5.918074
1755462416545,41.5387711,2.4426703,71.0999984741211,2.7290378,-1.6455568,10.83132
1755462418545,41.5387711,2.4426703,71.0999984741211,1.3086352,-2.2013898,8.71274
1755462420556,41.5387711,2.4426703,71.0999984741211,7.030632,0.093426526,10.225804
1755462422556,41.5387711,2.4426703,71.0999984741211,4.109949,-0.58689463,10.067677
1755462424557,41.5387711,2.4426703,71.0999984741211,7.200003,-1.0786048,9.128208
1755462426558,41.5387711,2.4426703,71.0999984741211,-0.18183374,-2.9081268,15.391001
1755462428559,41.5387711,2.4426703,71.0999984741211,1.2279911,2.5669158,5.6093636
1755462430560,41.5387711,2.4426703,71.0999984741211,8.494171,-1.187488,9.266337
1755462432563,41.5387711,2.4426703,71.0999984741211,0.1580708,-2.1648095,13.9477
1755462434564,41.5387711,2.4426703,71.0999984741211,5.3039746,0.34812275,3.5553129
1755462436564,41.5387711,2.4426703,71.0999984741211,7.8864017,4.1419773,7.5705423
1755462438565,41.5387711,2.4426703,71.0999984741211,4.120488,-0.70406544,6.5752993
1755462440565,41.5387711,2.4426703,71.0999984741211,-0.23817214,-2.5247266,7.747839
1755462442565,41.5387711,2.4426703,71.0999984741211,3.4366503,-2.092585,14.669224
1755462444567,41.5387711,2.4426703,71.0999984741211,4.157014,-0.7978503,7.8123865
1755462446567,41.5387711,2.4426703,71.0999984741211,1.1222663,-1.8267902,7.518608
1755462448568,41.5387711,2.4426703,71.0999984741211,2.226963,-1.0220363,7.3062563
1755462450568,41.5387711,2.4426703,71.0999984741211,2.8128574,1.2395469,6.789506
1755462452578,41.5387711,2.4426703,71.0999984741211,6.078496,-1.1074574,11.788694
1755462454586,41.5387711,2.4426703,71.0999984741211,2.4203029,0.6485578,11.2199
1755462456586,41.5387711,2.4426703,71.0999984741211,-0.14326313,-3.5068305,2.8735762
1755462458586,41.5387711,2.4426703,71.0999984741211,0.2895809,-2.952344,10.733679
1755462460587,41.5387711,2.4426703,71.0999984741211,3.1179197,-0.46323797,16.043282
1755462462596,41.5387711,2.4426703,71.0999984741211,4.6527863,-0.73487204,2.1931956
1755462464605,41.5387711,2.4426703,71.0999984741211,2.831251,-1.3880297,6.703993
1755462466605,41.5387711,2.4426703,71.0999984741211,4.725317,1.479785,10.1241665
1755462468605,41.5387711,2.4426703,71.0999984741211,0.87273777,-1.2152613,8.559258
1755462470606,41.5387711,2.4426703,71.0999984741211,3.0626454,-0.9631295,8.63569
1755462472608,41.5387711,2.4426703,71.0999984741211,1.8696017,-2.6478462,10.632718
1755462474609,41.5387711,2.4426703,71.0999984741211,2.897762,-1.4541267,6.10757
1755462476620,41.5387711,2.4426703,71.0999984741211,2.7829487,-0.53279495,6.2231207
1755462478625,41.5387711,2.4426703,71.0999984741211,3.446305,-1.5853539,10.48161
1755462480625,41.5387711,2.4426703,71.0999984741211,3.5179024,0.8777128,8.712613
1755462482627,41.5387711,2.4426703,71.0999984741211,7.221552,2.0228114,8.129167
1755462484628,41.5387711,2.4426703,71.0999984741211,7.8997536,1.7845775,10.817226
1755462486628,41.5387711,2.4426703,71.0999984741211,3.3908665,0.17274977,10.64731
1755462488628,41.5387711,2.4426703,71.0999984741211,4.310446,-0.46339113,9.235531
1755462490629,41.5387711,2.4426703,71.0999984741211,2.7898932,-0.7836599,8.747624
1755462492629,41.5387711,2.4426703,71.0999984741211,5.413387,0.061656594,10.029236
1755462494630,41.5387711,2.4426703,71.0999984741211,3.8483658,0.02483932,8.870684
1755462496630,41.5387711,2.4426703,71.0999984741211,3.0521753,-0.71949536,8.806559
1755462498631,41.5387711,2.4426703,71.0999984741211,4.6566796,-0.78280026,9.464566
1755462500631,41.5387711,2.4426703,71.0999984741211,4.596827,-0.30048984,8.534181
1755462502631,41.5387711,2.4426703,71.0999984741211,3.515268,-0.6946555,8.493711
1755462504631,41.5387711,2.4426703,71.0999984741211,3.0851142,0.079966955,9.710554
1755462506631,41.5387711,2.4426703,71.0999984741211,2.282197,-1.2732699,10.280691
1755462508636,41.5405827,2.4390837,84.30000305175781,3.4386687,-0.8775656,8.87568
1755462510651,41.5405827,2.4390837,84.30000305175781,4.002305,-0.20343778,8.861999
1755462512651,41.5405827,2.4390837,84.30000305175781,3.6476336,-0.25516427,8.830404
1755462514652,41.5405827,2.4390837,84.30000305175781,5.2951436,0.7954055,8.644854
1755462516652,41.5405827,2.4390837,84.30000305175781,3.0303824,-0.22019768,8.00458
1755462518653,41.5405827,2.4390837,84.30000305175781,2.6387973,-1.3638195,8.408447
1755462520654,41.5405827,2.4390837,84.30000305175781,9.37829,2.3606868,9.110102
1755462522655,41.5405827,2.4390837,84.30000305175781,3.344517,-0.26343092,8.58758
1755462524655,41.5405827,2.4390837,84.30000305175781,3.5674353,0.45216084,7.9992557
1755462526669,41.5405827,2.4390837,84.30000305175781,4.966054,-0.10244957,10.568161
1755462528669,41.5405827,2.4390837,84.30000305175781,5.990319,0.38277704,8.531258
1755462530672,41.5405827,2.4390837,84.30000305175781,3.379516,-0.16169436,10.1215925
1755462532672,41.5405827,2.4390837,84.30000305175781,3.9228005,-0.353422,7.915425
1755462534673,41.5405827,2.4390837,84.30000305175781,4.0515337,-0.51853186,8.966191
1755462536695,41.5405827,2.4390837,84.30000305175781,3.0062084,-0.48026174,10.606471
1755462538704,41.5405827,2.4390837,84.30000305175781,5.829137,0.78609526,8.31549
1755462540705,41.5405827,2.4390837,84.30000305175781,5.3873396,-2.700246,11.429922
1755462542706,41.5405827,2.4390837,84.30000305175781,5.69771,-0.91755,8.617608
1755462544706,41.5405827,2.4390837,84.30000305175781,2.8203797,1.2059386,5.8201866
1755462546706,41.5405827,2.4390837,84.30000305175781,3.9261866,-0.27097923,10.776686
1755462548706,41.5405827,2.4390837,84.30000305175781,2.339831,-0.4420455,11.5866585
1755462550706,41.5405827,2.4390837,84.30000305175781,6.2634454,-1.731778,6.2175264
1755462552706,41.5405827,2.4390837,84.30000305175781,5.2253313,2.1173291,3.7301307
1755462554706,41.5405827,2.4390837,84.30000305175781,1.2187166,-1.133226,11.249173
1755462556706,41.5405827,2.4390837,84.30000305175781,3.573226,1.8796144,4.647622
1755462558706,41.5405827,2.4390837,84.30000305175781,2.981113,0.021801554,9.883474
1755462560707,41.5405827,2.4390837,84.30000305175781,3.7998924,-0.38217998,9.910579
1755462562711,41.5405827,2.4390837,84.30000305175781,3.2640297,-1.0860255,10.123535
1755462564725,41.5405827,2.4390837,84.30000305175781,3.0458035,-1.3157377,9.61553
1755462566727,41.5405827,2.4390837,84.30000305175781,2.9171264,-0.090642415,9.1802845
1755462568727,41.5405827,2.4390837,84.30000305175781,4.130944,-0.22000569,8.621044
1755462570728,41.5405827,2.4390837,84.30000305175781,1.717323,-0.94116676,8.326917
1755462572729,41.5405827,2.4390837,84.30000305175781,2.4370034,0.3456745,9.2018175
1755462574744,41.5405827,2.4390837,84.30000305175781,2.4370034,0.3456745,9.2018175
1755462576745,41.5405827,2.4390837,84.30000305175781,2.4370034,0.3456745,9.2018175
1755462578745,41.5405827,2.4390837,84.30000305175781,2.4370034,0.3456745,9.2018175
1755462580745,41.5405827,2.4390837,84.30000305175781,2.4370034,0.3456745,9.2018175
1755462582745,41.5405827,2.4390837,84.30000305175781,2.4370034,0.3456745,9.2018175
1755462584745,41.5405827,2.4390837,84.30000305175781,2.4370034,0.3456745,9.2018175
1755462586745,41.5405827,2.4390837,84.30000305175781,2.974069,-0.10726391,9.800265
1755462588750,41.5405827,2.4390837,84.30000305175781,7.512779,1.3675898,7.0888367
1755462590751,41.5405827,2.4390837,84.30000305175781,5.827937,0.51040965,9.805225
1755462592752,41.5405827,2.4390837,84.30000305175781,2.0899456,4.9864316,11.783082
