Latitude,Longitude,Altitude,Ax,Ay,Az
41,54,2,44,94,20,-0,050120,0,003916,0,102588
41,54,2,44,94,20,0,006189,-0,001184,0,016286
41,54,2,44,94,20,-0,076259,-0,004060,-0,061851
41,54,2,44,94,20,0,396934,-0,024348,0,152294
41,54,2,44,94,20,0,054761,-0,008069,-0,018374
41,54,2,44,94,20,0,002826,0,005725,-0,045001
41,54,2,44,94,00,-0,029870,-0,073820,0,008347
41,54,2,44,94,00,-0,029124,-0,061003,0,003444
41,54,2,44,94,00,0,059025,-0,047522,0,046128
41,54,2,44,92,70,0,218630,-0,008981,0,039713
41,54,2,44,92,70,-0,130245,0,041192,0,046526
41,54,2,44,92,70,0,042030,-0,010319,-0,012864
41,54,2,44,92,70,0,149973,-0,039094,-0,079790
41,54,2,44,92,70,0,070625,-0,000279,0,062529
41,54,2,44,92,70,0,299250,-0,024821,-0,214528
41,54,2,44,92,70,-0,109357,0,060706,0,069217
41,54,2,44,92,70,0,044250,-0,012581,-0,013488
41,54,2,44,92,10,0,031515,-0,014045,-0,003928
41,54,2,44,92,10,-0,012393,-0,045475,-0,056084
41,54,2,44,92,10,-0,169153,-0,168735,0,072594
41,54,2,44,92,10,0,028304,-0,009990,-0,008117
41,54,2,44,92,10,-0,022458,-0,018172,-0,011644
41,54,2,44,92,10,-0,006101,0,080838,-0,024556
41,54,2,44,92,10,0,024465,0,062886,0,011732
41,54,2,44,92,10,-0,083737,0,021660,-0,012170
41,54,2,44,92,10,0,047107,-0,038395,-0,016244
41,54,2,44,92,10,0,034433,0,195275,-0,019103
41,54,2,44,92,10,-0,076536,0,010872,0,029571
41,54,2,44,92,10,-0,047689,0,038409,-0,047689
41,54,2,44,92,10,0,043478,0,067584,0,092681
41,54,2,44,92,10,0,003436,-0,002618,-0,006412
41,54,2,44,92,10,0,060267,0,021923,0,026744
41,54,2,44,92,10,-0,003425,-0,014664,0,019113
41,54,2,44,92,10,-0,002498,0,099921,-0,035854
41,54,2,44,92,10,0,009464,0,009072,0,000162
41,54,2,44,92,10,-0,025919,0,006312,-0,019619
41,54,2,44,92,10,0,122820,-0,214719,0,264654
41,54,2,44,92,10,0,014349,0,009468,0,062827
41,54,2,44,92,10,-0,038919,0,075922,0,426433
41,54,2,44,92,10,-0,201647,0,010104,-0,510194
41,54,2,44,92,10,-0,228596,0,032323,-0,781246
41,54,2,44,92,10,0,077496,0,030047,0,124202
41,54,2,44,88,10,0,082584,-0,019622,0,241780
41,54,2,44,88,10,-0,024890,0,019592,-0,123959
41,54,2,44,88,10,-0,044185,-0,001463,0,026921
41,54,2,44,88,10,-0,098050,0,036769,-0,275692
41,54,2,44,88,50,-0,009159,-0,009043,0,012869
41,54,2,44,88,50,0,030564,-0,012113,0,124087
41,54,2,44,88,50,0,004453,-0,008004,0,036168
41,54,2,44,88,50,-0,001512,-0,021626,0,030095
41,54,2,44,88,10,0,006992,-0,011249,0,035266
41,54,2,44,88,10,0,020657,-0,013968,0,047461
41,54,2,44,88,10,-0,477435,0,221262,-1,488377
41,54,2,44,88,10,0,009747,-0,002702,0,029906
41,54,2,44,88,10,0,189340,-0,069211,0,603846
41,54,2,44,88,10,-0,106022,0,052337,-0,326430
41,54,2,44,88,10,-0,000744,-0,004040,-0,062519
41,54,2,44,88,10,-0,024544,0,006617,-0,079250
41,54,2,44,88,10,-0,122327,0,022295,-0,347362
41,54,2,44,88,10,0,180201,-0,056945,0,531086
41,54,2,44,88,10,0,013072,-0,015926,0,021035
41,54,2,44,88,10,0,001037,-0,000696,0,006569
41,54,2,44,88,10,0,001329,-0,001329,0,008056
41,54,2,44,88,10,-0,016920,0,009071,-0,049975
41,54,2,44,88,10,0,134119,-0,046445,0,435399
41,54,2,44,88,10,0,080756,-0,033365,0,270516
41,54,2,44,88,10,-0,025127,0,008642,-0,078939
41,54,2,44,88,10,-0,006825,0,001397,-0,025141
41,54,2,44,88,10,0,024551,-0,011366,0,082444
41,54,2,44,88,10,-0,077678,0,033595,-0,248539
41,54,2,44,88,10,0,057844,-0,023617,0,182604
41,54,2,44,88,10,-0,048033,0,018775,-0,149546
41,54,2,44,88,10,0,018724,-0,027291,0,069878
41,54,2,44,88,10,0,005764,-0,012467,0,064215
41,54,2,44,88,10,-0,012734,-0,013795,-0,137645
41,54,2,44,88,10,-0,263550,0,091529,-0,823611
41,54,2,44,88,10,-0,030257,0,012343,-0,152999
41,54,2,44,88,10,-0,117063,0,052307,-0,421042
41,54,2,44,88,10,-0,076004,0,020578,-0,269017
41,54,2,44,88,10,0,075272,-0,089452,0,312710
41,54,2,44,88,10,-0,068395,0,100303,-0,031907
41,54,2,44,88,10,-0,141638,0,045537,-0,446388
41,54,2,44,88,10,0,158370,-0,053090,0,424420
41,54,2,44,88,10,-0,004142,0,003275,-0,007970
41,54,2,44,88,10,0,037256,-0,029448,0,149844
41,54,2,44,88,10,0,007128,-0,051611,0,044483
41,54,2,44,88,10,0,039527,-0,020871,0,157467
41,54,2,44,88,10,-0,254853,0,125775,0,491995
41,54,2,44,88,10,-0,029271,0,016955,-0,096507
41,54,2,44,87,30,0,038679,0,024330,-0,072367
41,54,2,44,87,30,-0,009013,0,002906,0,025809
41,54,2,44,87,30,-0,205979,-0,169277,-0,428437
41,54,2,44,87,30,-0,037187,0,100284,0,020727
41,54,2,44,87,30,0,188538,0,092692,0,299604
41,54,2,44,87,30,0,029161,0,126442,-0,007982
41,54,2,44,87,30,-0,046466,0,016391,-0,091842
41,54,2,44,87,30,-0,092675,0,127263,0,015710
41,54,2,44,87,30,-0,065946,-0,017938,-0,082122
41,54,2,44,87,30,0,081482,0,065244,0,098309
41,54,2,44,87,30,-0,079937,-0,019783,-0,005709
41,54,2,44,87,30,0,001279,0,000732,0,006519
41,54,2,44,87,30,0,012477,-0,098880,0,050119
41,54,2,44,87,30,0,028791,0,009855,-0,040086
41,54,2,44,87,30,-0,111454,-0,004977,-0,080873
41,54,2,44,87,30,0,036917,0,231417,-0,288471
41,54,2,44,87,30,0,018758,0,016194,0,003540
41,54,2,44,87,30,0,010910,0,010541,-0,016599
41,54,2,44,87,30,0,093607,-0,070705,-0,046836
41,54,2,44,87,30,-0,092213,-0,236655,0,171589
41,54,2,44,87,30,-0,006504,0,009024,0,001002
41,54,2,44,87,30,-0,042058,-0,000596,-0,002056
41,54,2,44,87,30,-0,258651,0,017599,0,064529
41,54,2,44,87,30,0,086007,0,076540,-0,047511
41,54,2,44,87,30,0,011374,-0,026876,-0,036301
41,54,2,44,87,30,0,041683,-0,052118,-0,063814
41,54,2,44,87,30,0,047519,0,114457,-0,066254
41,54,2,44,87,30,-0,384805,0,130645,0,088981
41,54,2,44,87,30,0,066871,-0,065695,-0,034317
41,54,2,44,87,30,0,220141,0,019862,-0,316418
41,54,2,44,87,30,-0,023225,0,006865,-0,018040
41,54,2,44,87,30,0,136786,-0,048019,0,049534
41,54,2,44,87,30,0,057512,0,110556,0,051090
41,54,2,44,87,30,-0,089775,0,184704,-0,074316
41,54,2,44,87,30,0,015038,-0,183024,0,033803
41,54,2,44,87,30,-0,045013,0,109849,-0,118246
41,54,2,44,87,30,0,084751,-0,109713,0,152163
41,54,2,44,87,30,0,002250,-0,028937,-0,031072
41,54,2,44,80,60,0,068527,0,009878,0,011318
41,54,2,44,80,60,0,035092,0,286441,0,191864
41,54,2,44,80,60,0,006944,0,022841,0,013417
41,54,2,44,80,60,-0,020954,-0,006604,0,011573
41,54,2,44,80,60,-0,103344,-0,076602,-0,113165
41,54,2,44,80,60,-0,017775,-0,008888,-0,040667
41,54,2,44,80,60,0,023945,-0,189864,0,105739
41,54,2,44,80,60,-0,189905,-0,019579,-0,512743
41,54,2,44,80,60,-0,123695,-0,078553,0,275159
41,54,2,44,80,60,-0,046913,-0,042087,0,002707
41,54,2,44,80,60,0,000228,0,056876,-0,045592
41,54,2,44,80,60,-0,074017,0,039609,0,024441
41,54,2,44,80,60,0,526744,0,265231,-0,216206
41,54,2,44,80,60,0,001036,0,000011,0,000950
41,54,2,44,80,60,0,001890,0,001766,0,001742
41,54,2,44,80,60,0,017757,0,015236,-0,075227
41,54,2,44,80,60,-0,133527,0,267602,0,011093
41,54,2,44,80,60,0,000168,0,000292,-0,000210
41,54,2,44,80,60,-0,092873,-0,062572,0,078215
41,54,2,44,80,60,-0,076846,-0,124898,-0,166625
41,54,2,44,80,60,0,054503,0,015572,0,027540
41,54,2,44,80,60,-0,035843,-0,135438,0,003694
41,54,2,44,80,60,-0,016232,-0,020290,0,141906
41,54,2,44,80,60,-0,031898,0,048714,-0,000176
41,54,2,44,80,60,-0,030112,0,159020,-0,018927
41,54,2,44,80,60,0,130284,0,182263,0,096307
41,54,2,44,80,60,-0,003014,0,013842,-0,020835
41,54,2,44,80,60,-0,003576,0,090732,-0,021457
41,54,2,44,80,60,-0,057608,-0,001029,-0,181482
41,54,2,44,80,60,-0,232194,-0,154547,-0,091833
41,54,2,44,80,60,0,100084,-0,286635,0,156458
41,54,2,44,80,60,0,007135,-0,121108,0,039823
41,54,2,44,80,60,0,046632,0,103966,0,011212
41,54,2,44,80,60,-0,019053,0,002314,-0,061365
41,54,2,44,80,60,-0,010876,0,019363,0,003080
41,54,2,44,80,60,-0,019058,0,003675,-0,023550
41,54,2,44,80,60,-0,193942,0,038508,-0,089512
41,54,2,44,80,60,0,019051,-0,006774,0,022382
41,54,2,44,80,60,-0,039297,0,111241,0,110032
41,54,2,44,80,60,0,178894,-0,026994,0,308985
41,54,2,44,80,60,0,010975,0,010243,-0,244963
41,54,2,44,80,60,0,001192,0,031348,-0,079104
41,54,2,44,80,60,0,120277,-0,041191,0,424192
41,54,2,44,80,60,0,011356,0,082332,-0,064243
41,54,2,44,80,60,0,000904,0,000816,-0,003210
41,54,2,44,80,60,0,092833,-0,017160,-0,044125
41,54,2,44,80,60,0,020707,0,000823,0,226270
41,54,2,44,80,60,-0,032799,0,021000,-0,030793
41,54,2,44,80,60,0,033256,-0,028236,0,006723
41,54,2,44,80,60,-0,021041,-0,001111,-0,065281
41,54,2,44,80,60,-0,037395,-0,008205,-0,039612
41,54,2,44,80,60,-0,196891,0,097380,-0,030831
41,54,2,44,80,60,0,091472,-0,040116,0,084010
41,54,2,44,80,60,-0,006993,-0,032461,-0,039047
41,54,2,44,80,60,-0,098381,-0,044365,-0,041994
41,54,2,44,80,60,0,045831,-0,022021,-0,017754
41,54,2,44,80,60,-0,082683,0,057765,0,014649
41,54,2,44,80,60,-0,000604,0,076107,-0,051443
41,54,2,44,80,60,-0,012939,-0,123507,0,067046
41,54,2,44,80,60,0,082219,-0,090659,0,032527
41,54,2,44,80,60,0,001502,-0,003873,0,002980
41,54,2,44,80,60,-0,015309,0,082873,-0,004899
41,54,2,44,80,60,0,026808,0,046092,0,068767
41,54,2,44,80,60,0,013583,-0,034980,-0,041712
41,54,2,44,80,60,-0,080439,0,143371,-0,116357
41,54,2,44,80,60,0,001120,-0,031702,0,006665
41,54,2,44,80,60,0,067205,-0,009202,-0,103875
41,54,2,44,80,60,-0,039217,0,016528,-0,032305
41,54,2,44,80,60,0,381987,-0,178544,-0,293777
41,54,2,44,80,60,-0,029483,-0,005240,-0,064850
41,54,2,44,80,60,-0,011949,-0,013338,-0,041264
41,54,2,44,80,60,-0,158044,0,045757,-0,456586
